ds_tp_venda_ecom,dt_venda,cd_prod_cor,sg_tamanho,Soma de qt_venda
omnichannel,2024-07-22 00:00:00,PO.10.0213|546,M,1
omnichannel,2024-07-22 00:00:00,PO.10.0213|548,M,1
omnichannel,2024-07-22 00:00:00,PO.10.0214|530,M,1
omnichannel,2024-07-22 00:00:00,PO.10.0214|543,G,1
omnichannel,2024-07-22 00:00:00,PO.10.0225|030,G,1
omnichannel,2024-07-22 00:00:00,PO.10.0225|560,G,1
omnichannel,2024-07-22 00:00:00,PO.10.0278|097,GG,1
omnichannel,2024-07-22 00:00:00,PO.10.0282|007,GG,1
omnichannel,2024-07-22 00:00:00,PO.10.0282|010,G,2
omnichannel,2024-07-22 00:00:00,PO.10.0282|031,M,1
omnichannel,2024-07-22 00:00:00,PO.10.0284|010/129,G,2
omnichannel,2024-07-22 00:00:00,PO.10.0286|010,M,1
omnichannel,2024-07-22 00:00:00,PO.10.0286|609,M,1
omnichannel,2024-07-22 00:00:00,PO.11.0014|558,G,1
omnichannel,2024-07-22 00:00:00,PO.11.0015|001,G,1
omnichannel,2024-07-22 00:00:00,PO.11.0015|135,M,1
omnichannel,2024-07-22 00:00:00,PO.11.0015|145,GG,1
omnichannel,2024-07-22 00:00:00,PO.11.0015|145,M,1
omnichannel,2024-07-22 00:00:00,PO.11.0017|559,GG,1
omnichannel,2024-07-22 00:00:00,PO.11.0017|560,M,1
omnichannel,2024-07-22 00:00:00,PO.11.0017|562,M,1
omnichannel,2024-07-22 00:00:00,PO.12.0012|031/010,G,1
omnichannel,2024-07-22 00:00:00,PO.12.0012|031/010,GG,2
omnichannel,2024-07-22 00:00:00,PO.12.0014|007,G,1
omnichannel,2024-07-22 00:00:00,SH.04.0028|021,P,1
omnichannel,2024-07-22 00:00:00,SH.04.0029|129,P,1
omnichannel,2024-07-22 00:00:00,SH.04.0029|139,M,1
omnichannel,2024-07-22 00:00:00,TR.04.0196|010,P,1
omnichannel,2024-07-22 00:00:00,TR.04.0199|139/007,GG,1
omnichannel,2024-07-22 00:00:00,TR.04.0220|010/148,M,1
omnichannel,2024-07-22 00:00:00,TR.04.0220|061/043,M,1
omnichannel,2024-07-22 00:00:00,UW.10.0024|001,P,1
omnichannel,2024-07-23 00:00:00,AC.03.0011|007,UN,2
omnichannel,2024-07-23 00:00:00,AC.07.0121|007,UN,2
omnichannel,2024-07-23 00:00:00,AC.07.0122|007,UN,1
omnichannel,2024-07-23 00:00:00,AC.16.0082|148,M,1
omnichannel,2024-07-23 00:00:00,BE.07.3001|007,42,1
omnichannel,2024-07-23 00:00:00,BE.07.3001|035,42,1
omnichannel,2024-07-23 00:00:00,BE.13.0186|007,M,1
omnichannel,2024-07-23 00:00:00,BE.14.0041|010,40,1
omnichannel,2024-07-23 00:00:00,BE.15.0030|007,G,1
omnichannel,2024-07-23 00:00:00,BE.15.0030|007,P,1
omnichannel,2024-07-23 00:00:00,BE.15.0030|062,M,1
omnichannel,2024-07-23 00:00:00,BE.16.0019|026,42,1
omnichannel,2024-07-23 00:00:00,BE.17.0021|163,M,2
omnichannel,2024-07-23 00:00:00,BE.17.0021|163,P,1
omnichannel,2024-07-23 00:00:00,CD.01.0025|027,42,1
omnichannel,2024-07-23 00:00:00,CD.02.0133|001,41/42,1
omnichannel,2024-07-23 00:00:00,CD.03.0081|010,39,1
omnichannel,2024-07-23 00:00:00,CD.03.0088|066,41,1
omnichannel,2024-07-23 00:00:00,CD.03.0092|010,40,1
omnichannel,2024-07-23 00:00:00,CD.04.0044|066,40,1
omnichannel,2024-07-23 00:00:00,CD.04.0048|027,39,1
omnichannel,2024-07-23 00:00:00,CD.04.0051|007,40,1
omnichannel,2024-07-23 00:00:00,CD.07.0136|027,38,1
omnichannel,2024-07-23 00:00:00,CD.07.0148|007,40,1
omnichannel,2024-07-23 00:00:00,CD.08.0068|007,43,1
omnichannel,2024-07-23 00:00:00,CD.08.0097|007,39,1
omnichannel,2024-07-23 00:00:00,CD.08.0097|007,41,1
omnichannel,2024-07-23 00:00:00,CD.08.0116|005,43,1
omnichannel,2024-07-23 00:00:00,CD.08.0123|001,41,1
omnichannel,2024-07-23 00:00:00,CD.08.0126|005/007,41,1
omnichannel,2024-07-23 00:00:00,CD.08.0170|007,40,1
omnichannel,2024-07-23 00:00:00,CD.08.0176|001/001,39,1
omnichannel,2024-07-23 00:00:00,CD.08.0189|163,42,1
omnichannel,2024-07-23 00:00:00,CD.08.0197|129,40,1
omnichannel,2024-07-23 00:00:00,CF.06.0012|046,40,1
omnichannel,2024-07-23 00:00:00,CF.06.0056|046,46,1
omnichannel,2024-07-23 00:00:00,CF.06.0056|148,46,1
omnichannel,2024-07-23 00:00:00,CF.12.0024|012,40,1
omnichannel,2024-07-23 00:00:00,CF.12.0034|180,42,1
omnichannel,2024-07-23 00:00:00,CF.12.0035|148,40,1
omnichannel,2024-07-23 00:00:00,CI.01.0116|027/007,95,1
omnichannel,2024-07-23 00:00:00,CI.03.0217|007,105,1
omnichannel,2024-07-23 00:00:00,CI.03.0224|016,95,1
omnichannel,2024-07-23 00:00:00,CI.03.0225|007,85,1
omnichannel,2024-07-23 00:00:00,CI.03.0227|022,95,1
omnichannel,2024-07-23 00:00:00,CI.03.0227|162,85,1
omnichannel,2024-07-23 00:00:00,CJ.07.0224|148,44,1
omnichannel,2024-07-23 00:00:00,CJ.07.0226|148,44,1
omnichannel,2024-07-23 00:00:00,CJ.07.0250|004,42,1
omnichannel,2024-07-23 00:00:00,CJ.11.0147|148,44,3
omnichannel,2024-07-23 00:00:00,CJ.11.0147|148,46,1
omnichannel,2024-07-23 00:00:00,CJ.11.6138|148,40,1
omnichannel,2024-07-23 00:00:00,CJ.13.0135|003,42,1
omnichannel,2024-07-23 00:00:00,CJ.13.0174|007,38,1
omnichannel,2024-07-23 00:00:00,CJ.13.0174|007,40,2
omnichannel,2024-07-23 00:00:00,CJ.13.0174|007,42,2
omnichannel,2024-07-23 00:00:00,CJ.13.0181|126,42,1
omnichannel,2024-07-23 00:00:00,CJ.13.4802|126,40,1
omnichannel,2024-07-23 00:00:00,CL.14.0028|017,46,1
omnichannel,2024-07-23 00:00:00,CL.32.0024|007,M,1
omnichannel,2024-07-23 00:00:00,CL.32.0024|010,M,1
omnichannel,2024-07-23 00:00:00,CL.32.0042|041,G,1
omnichannel,2024-07-23 00:00:00,CL.34.0021|010,46,1
omnichannel,2024-07-23 00:00:00,CL.35.0048|010,46,1
omnichannel,2024-07-23 00:00:00,CL.35.0048|021,44,1
omnichannel,2024-07-23 00:00:00,CL.35.0063|007,42,1
omnichannel,2024-07-23 00:00:00,CL.35.0063|010,40,1
omnichannel,2024-07-23 00:00:00,CL.35.0063|126,44,1
omnichannel,2024-07-23 00:00:00,CL.35.0065|520,46,1
omnichannel,2024-07-23 00:00:00,CL.35.0074|028,46,1
omnichannel,2024-07-23 00:00:00,CL.35.0082|007,48,1
omnichannel,2024-07-23 00:00:00,CL.35.0082|021,42,1
omnichannel,2024-07-23 00:00:00,CL.35.0090|010,42,1
omnichannel,2024-07-23 00:00:00,CL.35.0090|061,42,1
omnichannel,2024-07-23 00:00:00,CL.37.0047|143,38,1
omnichannel,2024-07-23 00:00:00,CL.37.0057|021,40,1
omnichannel,2024-07-23 00:00:00,CL.37.0057|061,42,1
omnichannel,2024-07-23 00:00:00,CL.37.0062|021,40,1
omnichannel,2024-07-23 00:00:00,CO.07.0202|148,46,1
omnichannel,2024-07-23 00:00:00,CO.07.0203|007,48,1
omnichannel,2024-07-23 00:00:00,CO.07.0203|010,52,1
omnichannel,2024-07-23 00:00:00,CO.07.0230|148,48,1
omnichannel,2024-07-23 00:00:00,CO.07.0230|148,50,1
omnichannel,2024-07-23 00:00:00,CO.07.0230|148,56,1
omnichannel,2024-07-23 00:00:00,CO.07.0233|010,54     M,1
omnichannel,2024-07-23 00:00:00,CO.07.0233|158,48     M,1
omnichannel,2024-07-23 00:00:00,CO.07.0233|158,52     M,1
omnichannel,2024-07-23 00:00:00,CO.07.0233|158,54     M,1
omnichannel,2024-07-23 00:00:00,CO.07.0235|003,46,1
omnichannel,2024-07-23 00:00:00,CO.07.0235|003,48,1
omnichannel,2024-07-23 00:00:00,CO.07.0239|010,48     M,1
omnichannel,2024-07-23 00:00:00,CO.07.0239|010,56     M,1
omnichannel,2024-07-23 00:00:00,CO.07.0250|148,56,1
omnichannel,2024-07-23 00:00:00,CO.08.0028|148,56,1
omnichannel,2024-07-23 00:00:00,CO.08.0029|139,52,1
omnichannel,2024-07-23 00:00:00,CS.01.1023|007,G,1
omnichannel,2024-07-23 00:00:00,CS.01.1023|007,XGG,1
omnichannel,2024-07-23 00:00:00,CS.01.1024|001,XGG,1
omnichannel,2024-07-23 00:00:00,CS.01.2109|001,G,1
omnichannel,2024-07-23 00:00:00,CS.01.2109|007,G,1
omnichannel,2024-07-23 00:00:00,CS.01.3663|004,G,2
omnichannel,2024-07-23 00:00:00,CS.01.3663|004,P,1
omnichannel,2024-07-23 00:00:00,CS.01.3663|004,XGG,1
omnichannel,2024-07-23 00:00:00,CS.01.3663|011,G,2
omnichannel,2024-07-23 00:00:00,CS.01.3663|011,M,1
omnichannel,2024-07-23 00:00:00,CS.01.3663|207,P,1
omnichannel,2024-07-23 00:00:00,CS.01.3663|512,G,1
omnichannel,2024-07-23 00:00:00,CS.01.3663|512,M,1
omnichannel,2024-07-23 00:00:00,CS.01.3685|061,G,1
omnichannel,2024-07-23 00:00:00,CS.01.3686|001,M,3
omnichannel,2024-07-23 00:00:00,CS.01.3686|007,G,1
omnichannel,2024-07-23 00:00:00,CS.01.3686|007,M,4
omnichannel,2024-07-23 00:00:00,CS.01.3686|010,GG,1
omnichannel,2024-07-23 00:00:00,CS.01.3686|010,M,1
omnichannel,2024-07-23 00:00:00,CS.01.3686|046,M,1
omnichannel,2024-07-23 00:00:00,CS.01.3687|007,M,1
omnichannel,2024-07-23 00:00:00,CS.01.3687|007,XXG,1
omnichannel,2024-07-23 00:00:00,CS.01.3687|061,XXG,1
omnichannel,2024-07-23 00:00:00,CS.01.3691|007,P,1
omnichannel,2024-07-23 00:00:00,CS.01.3691|061,G,1
omnichannel,2024-07-23 00:00:00,CS.02.0191|007,G,1
omnichannel,2024-07-23 00:00:00,CS.12.0019|560,GG,1
omnichannel,2024-07-23 00:00:00,CS.12.0045|573,M,1
omnichannel,2024-07-23 00:00:00,CS.12.0089|001,GG,1
omnichannel,2024-07-23 00:00:00,CS.12.0089|001,M,1
omnichannel,2024-07-23 00:00:00,CS.12.0089|010,GG,1
omnichannel,2024-07-23 00:00:00,CS.12.0089|010,P,1
omnichannel,2024-07-23 00:00:00,CS.12.0089|097,M,2
omnichannel,2024-07-23 00:00:00,CS.12.0227|001,GG,2
omnichannel,2024-07-23 00:00:00,CS.12.0227|007,G,1
omnichannel,2024-07-23 00:00:00,CS.12.0227|007,GG,1
omnichannel,2024-07-23 00:00:00,CS.12.0227|007,M,2
omnichannel,2024-07-23 00:00:00,CS.12.0227|007,XGG,1
omnichannel,2024-07-23 00:00:00,CS.12.0227|010,G,3
omnichannel,2024-07-23 00:00:00,CS.12.0227|042,G,1
omnichannel,2024-07-23 00:00:00,CS.12.0227|042,GG,1
omnichannel,2024-07-23 00:00:00,CS.12.0227|042,M,1
omnichannel,2024-07-23 00:00:00,CS.12.0227|061,G,3
omnichannel,2024-07-23 00:00:00,CS.12.0227|061,GG,1
omnichannel,2024-07-23 00:00:00,CS.12.0227|061,M,2
omnichannel,2024-07-23 00:00:00,CS.12.0404|039,M,1
omnichannel,2024-07-23 00:00:00,CS.12.0537|592,GG,1
omnichannel,2024-07-23 00:00:00,CS.12.0537|616,GG,1
omnichannel,2024-07-23 00:00:00,CS.13.0015|574,P,1
omnichannel,2024-07-23 00:00:00,CS.13.0017|025,G,1
omnichannel,2024-07-23 00:00:00,CS.15.0051|007,M,1
omnichannel,2024-07-23 00:00:00,GV.04.0005|163,UN,1
omnichannel,2024-07-23 00:00:00,GV.04.0007|007,UN,1
omnichannel,2024-07-23 00:00:00,GV.04.0007|163,UN,12
omnichannel,2024-07-23 00:00:00,GV.06.0329|010/007,UN,1
omnichannel,2024-07-23 00:00:00,GV.06.0347|025,UN,1
omnichannel,2024-07-23 00:00:00,GV.10.0016|017,UN,1
omnichannel,2024-07-23 00:00:00,JQ.06.0073|001,GG,1
omnichannel,2024-07-23 00:00:00,JQ.06.0074|139,G,2
omnichannel,2024-07-23 00:00:00,JQ.06.0074|139,GG,2
omnichannel,2024-07-23 00:00:00,JQ.06.0074|139,P,5
omnichannel,2024-07-23 00:00:00,JQ.06.0074|139,XGG,1
omnichannel,2024-07-23 00:00:00,JQ.06.0075|163,M,2
omnichannel,2024-07-23 00:00:00,JQ.06.0075|163,P,1
omnichannel,2024-07-23 00:00:00,JQ.06.0076|163,GG,1
omnichannel,2024-07-23 00:00:00,JQ.06.0076|163,M,1
omnichannel,2024-07-23 00:00:00,JQ.06.0077|391,M,2
omnichannel,2024-07-23 00:00:00,JQ.06.0077|391,P,1
omnichannel,2024-07-23 00:00:00,JQ.06.0079|559,P,1
omnichannel,2024-07-23 00:00:00,JQ.06.0084|007,GG,1
omnichannel,2024-07-23 00:00:00,JQ.06.0115|007,G,1
omnichannel,2024-07-23 00:00:00,JQ.06.0115|007,M,1
omnichannel,2024-07-23 00:00:00,JQ.06.0115|007,P,1
omnichannel,2024-07-23 00:00:00,JQ.10.0016|004,P,1
omnichannel,2024-07-23 00:00:00,JQ.10.0019|126,M,1
omnichannel,2024-07-23 00:00:00,MC.04.0005|001,P,1
omnichannel,2024-07-23 00:00:00,MC.05.0016|148,G,1
omnichannel,2024-07-23 00:00:00,MC.05.0164|039/148,PP,1
omnichannel,2024-07-23 00:00:00,MC.05.0174|148,M,1
omnichannel,2024-07-23 00:00:00,MC.05.0174|148,XGG,1
omnichannel,2024-07-23 00:00:00,MC.05.0201|530,P,1
omnichannel,2024-07-23 00:00:00,MC.05.0201|542,M,1
omnichannel,2024-07-23 00:00:00,MC.05.0214|001,G,3
omnichannel,2024-07-23 00:00:00,MC.06.0159|001/026,P,1
omnichannel,2024-07-23 00:00:00,MC.06.0163|010,G,1
omnichannel,2024-07-23 00:00:00,MC.06.0215|046,P,1
omnichannel,2024-07-23 00:00:00,MC.06.0215|046,XGG,1
omnichannel,2024-07-23 00:00:00,MC.06.0452|205,M,1
omnichannel,2024-07-23 00:00:00,MC.06.0463|007,GG,1
omnichannel,2024-07-23 00:00:00,MC.06.0502|001/003,G,1
omnichannel,2024-07-23 00:00:00,MC.06.0502|001/139,G,1
omnichannel,2024-07-23 00:00:00,MC.06.0535|001/148,M,1
omnichannel,2024-07-23 00:00:00,MC.07.0008|046,M,1
omnichannel,2024-07-23 00:00:00,ME.01.0104|007,UN,1
omnichannel,2024-07-23 00:00:00,ME.04.0004|148/041,UN,1
omnichannel,2024-07-23 00:00:00,ME.04.0008|007,UN,1
omnichannel,2024-07-23 00:00:00,ML.01.0025|001,G,1
omnichannel,2024-07-23 00:00:00,ML.01.0025|001,P,1
omnichannel,2024-07-23 00:00:00,ML.01.0025|001,XGG,1
omnichannel,2024-07-23 00:00:00,ML.01.0025|007,M,1
omnichannel,2024-07-23 00:00:00,ML.01.0025|010,M,1
omnichannel,2024-07-23 00:00:00,ML.01.0068|010,M,1
omnichannel,2024-07-23 00:00:00,ML.02.0331|001,G,2
omnichannel,2024-07-23 00:00:00,ML.02.0331|001,P,2
omnichannel,2024-07-23 00:00:00,ML.02.0331|006,M,1
omnichannel,2024-07-23 00:00:00,ML.02.0331|148,G,2
omnichannel,2024-07-23 00:00:00,ML.02.0488|003/001,P,1
omnichannel,2024-07-23 00:00:00,ML.02.0529|126,M,1
omnichannel,2024-07-23 00:00:00,ML.02.0529|549,G,1
omnichannel,2024-07-23 00:00:00,ML.02.0539|001,M,1
omnichannel,2024-07-23 00:00:00,ML.02.0625|005,P,1
omnichannel,2024-07-23 00:00:00,ML.02.0739|003,P,1
omnichannel,2024-07-23 00:00:00,ML.02.0784|001/003,P,1
omnichannel,2024-07-23 00:00:00,ML.02.0784|001/007,P,1
omnichannel,2024-07-23 00:00:00,ML.02.0784|007,G,1
omnichannel,2024-07-23 00:00:00,ML.02.0784|148,G,1
omnichannel,2024-07-23 00:00:00,ML.02.0838|001,P,1
omnichannel,2024-07-23 00:00:00,ML.02.0838|001,XGG,1
omnichannel,2024-07-23 00:00:00,ML.02.0838|007,XGG,1
omnichannel,2024-07-23 00:00:00,ML.02.0838|010,P,1
omnichannel,2024-07-23 00:00:00,ML.02.0899|003,M,1
omnichannel,2024-07-23 00:00:00,ML.05.0172|001,P,1
omnichannel,2024-07-23 00:00:00,ML.05.0172|530,G,1
omnichannel,2024-07-23 00:00:00,ML.05.0176|148,GG,2
omnichannel,2024-07-23 00:00:00,ML.05.0176|148,M,2
omnichannel,2024-07-23 00:00:00,ML.05.0176|148,P,2
omnichannel,2024-07-23 00:00:00,ML.05.0257|010,M,1
omnichannel,2024-07-23 00:00:00,ML.05.0257|021,G,1
omnichannel,2024-07-23 00:00:00,ML.05.0257|039,G,1
omnichannel,2024-07-23 00:00:00,ML.05.0257|039,P,1
omnichannel,2024-07-23 00:00:00,ML.06.0020|145,P,1
omnichannel,2024-07-23 00:00:00,ML.06.0021|001,GG,1
omnichannel,2024-07-23 00:00:00,ML.06.0021|003,P,1
omnichannel,2024-07-23 00:00:00,ML.06.0022|515,GG,1
omnichannel,2024-07-23 00:00:00,ML.06.0023|505,G,4
omnichannel,2024-07-23 00:00:00,ML.06.0023|505,M,1
omnichannel,2024-07-23 00:00:00,ML.06.0026|543,G,4
omnichannel,2024-07-23 00:00:00,ML.06.0027|007,M,1
omnichannel,2024-07-23 00:00:00,ML.06.0027|371,M,1
omnichannel,2024-07-23 00:00:00,ML.06.0028|184,GG,1
omnichannel,2024-07-23 00:00:00,ML.06.0029|007,P,1
omnichannel,2024-07-23 00:00:00,ML.06.0029|010,GG,1
omnichannel,2024-07-23 00:00:00,ML.06.0031|005,G,1
omnichannel,2024-07-23 00:00:00,ML.06.0031|005,GG,1
omnichannel,2024-07-23 00:00:00,ML.06.0033|010,GG,1
omnichannel,2024-07-23 00:00:00,ML.06.0040|010,M,1
omnichannel,2024-07-23 00:00:00,ML.18.0314|010,39,1
omnichannel,2024-07-23 00:00:00,ML.18.0325|001,42,1
omnichannel,2024-07-23 00:00:00,ML.18.0345|003,39,1
omnichannel,2024-07-23 00:00:00,ML.18.0345|003,42,1
omnichannel,2024-07-23 00:00:00,ML.20.0027|049,P,1
omnichannel,2024-07-23 00:00:00,MO.01.0019|046,M,1
omnichannel,2024-07-23 00:00:00,PL.31.0007|148,48,1
omnichannel,2024-07-23 00:00:00,PO.01.2255|007,G,1
omnichannel,2024-07-23 00:00:00,PO.01.2255|007,GG,2
omnichannel,2024-07-23 00:00:00,PO.01.2255|007,P,1
omnichannel,2024-07-23 00:00:00,PO.01.2255|010,G,1
omnichannel,2024-07-23 00:00:00,PO.01.2255|129,M,1
omnichannel,2024-07-23 00:00:00,PO.01.2276|001,M,1
omnichannel,2024-07-23 00:00:00,PO.01.2276|126,GG,1
omnichannel,2024-07-23 00:00:00,PO.01.2280|205,P,1
omnichannel,2024-07-23 00:00:00,PO.01.2282|001,G,1
omnichannel,2024-07-23 00:00:00,PO.01.2289|004,M,2
omnichannel,2024-07-23 00:00:00,PO.01.2289|035,M,1
omnichannel,2024-07-23 00:00:00,PO.01.2293|061,GG,1
omnichannel,2024-07-23 00:00:00,PO.10.0027|007,GG,1
omnichannel,2024-07-23 00:00:00,PO.10.0027|007,M,1
omnichannel,2024-07-23 00:00:00,PO.10.0027|007,XGG,1
omnichannel,2024-07-23 00:00:00,PO.10.0027|010,GG,1
omnichannel,2024-07-23 00:00:00,PO.10.0031|495/483,XXG,1
omnichannel,2024-07-23 00:00:00,PO.10.0161|113,M,1
omnichannel,2024-07-23 00:00:00,PO.10.0163|040,GG,1
omnichannel,2024-07-23 00:00:00,PO.10.0163|040,P,1
omnichannel,2024-07-23 00:00:00,PO.10.0168|035,G,1
omnichannel,2024-07-23 00:00:00,PO.10.0168|126,GG,2
omnichannel,2024-07-23 00:00:00,PO.10.0168|207,GG,1
omnichannel,2024-07-23 00:00:00,PO.10.0206|129,GG,1
omnichannel,2024-07-23 00:00:00,PO.10.0213|548,G,1
omnichannel,2024-07-23 00:00:00,PO.10.0213|548,GG,1
omnichannel,2024-07-23 00:00:00,PO.10.0213|550,G,2
omnichannel,2024-07-23 00:00:00,PO.10.0213|550,GG,1
omnichannel,2024-07-23 00:00:00,PO.10.0213|550,P,1
omnichannel,2024-07-23 00:00:00,PO.10.0214|530,M,1
omnichannel,2024-07-23 00:00:00,PO.10.0278|001,G,1
omnichannel,2024-07-23 00:00:00,PO.10.0282|010,G,1
omnichannel,2024-07-23 00:00:00,PO.10.0282|031,G,1
omnichannel,2024-07-23 00:00:00,PO.11.0012|010,G,1
omnichannel,2024-07-23 00:00:00,PO.11.0015|018,GG,1
omnichannel,2024-07-23 00:00:00,PO.11.0015|145,GG,1
omnichannel,2024-07-23 00:00:00,PO.12.0014|015,G,1
omnichannel,2024-07-23 00:00:00,PO.12.0014|184,G,1
omnichannel,2024-07-23 00:00:00,SG.01.0151|031,M,1
omnichannel,2024-07-23 00:00:00,SH.04.0029|129,M,1
omnichannel,2024-07-23 00:00:00,TR.04.0193|010,P,1
omnichannel,2024-07-23 00:00:00,TR.04.0215|007,G,1
omnichannel,2024-07-23 00:00:00,TR.04.0216|097,M,1
omnichannel,2024-07-23 00:00:00,TR.04.0226|207,M,1
omnichannel,2024-07-24 00:00:00,AC.03.0011|007,UN,1
omnichannel,2024-07-24 00:00:00,AC.03.0014|007,UN,1
omnichannel,2024-07-24 00:00:00,AC.04.0027|007,UN,1
omnichannel,2024-07-24 00:00:00,AC.07.0117|007,UN,5
omnichannel,2024-07-24 00:00:00,AC.07.0121|007,UN,1
omnichannel,2024-07-24 00:00:00,AC.07.0121|027,UN,1
omnichannel,2024-07-24 00:00:00,AC.07.0122|007,UN,1
omnichannel,2024-07-24 00:00:00,AC.07.0143|007,UN,1
omnichannel,2024-07-24 00:00:00,AC.26.0003|010,UN,1
omnichannel,2024-07-24 00:00:00,BE.13.0048|004,G,1
omnichannel,2024-07-24 00:00:00,BE.13.0054|139,38,1
omnichannel,2024-07-24 00:00:00,BE.13.0103|007,46,1
omnichannel,2024-07-24 00:00:00,BE.14.0039|007,44,1
omnichannel,2024-07-24 00:00:00,BE.14.0039|007,46,1
omnichannel,2024-07-24 00:00:00,BE.14.0041|042,42,1
omnichannel,2024-07-24 00:00:00,BE.15.0030|062,M,1
omnichannel,2024-07-24 00:00:00,CD.01.0025|007,43,1
omnichannel,2024-07-24 00:00:00,CD.07.0136|027,38,1
omnichannel,2024-07-24 00:00:00,CD.07.0136|027,39,1
omnichannel,2024-07-24 00:00:00,CD.07.0136|027,40,1
omnichannel,2024-07-24 00:00:00,CD.07.0136|027,42,1
omnichannel,2024-07-24 00:00:00,CD.08.0097|007,39,1
omnichannel,2024-07-24 00:00:00,CD.08.0097|007,40,1
omnichannel,2024-07-24 00:00:00,CD.08.0121|007/139,37,1
omnichannel,2024-07-24 00:00:00,CD.08.0121|007/139,40,1
omnichannel,2024-07-24 00:00:00,CD.08.0126|005/007,39,1
omnichannel,2024-07-24 00:00:00,CD.08.0176|001/001,38,1
omnichannel,2024-07-24 00:00:00,CD.08.0195|001/007,41,1
omnichannel,2024-07-24 00:00:00,CF.12.0029|148,50,1
omnichannel,2024-07-24 00:00:00,CF.12.0035|148,42,3
omnichannel,2024-07-24 00:00:00,CF.12.0036|003,42,1
omnichannel,2024-07-24 00:00:00,CI.03.0217|007,100,1
omnichannel,2024-07-24 00:00:00,CI.03.0217|007,115,1
omnichannel,2024-07-24 00:00:00,CJ.07.0218|004,40,1
omnichannel,2024-07-24 00:00:00,CJ.07.0226|148,46,1
omnichannel,2024-07-24 00:00:00,CJ.07.0240|126,46,1
omnichannel,2024-07-24 00:00:00,CJ.07.3749|004,42,1
omnichannel,2024-07-24 00:00:00,CJ.07.3749|004,48,1
omnichannel,2024-07-24 00:00:00,CJ.11.0147|148,38,1
omnichannel,2024-07-24 00:00:00,CJ.11.0147|148,40,1
omnichannel,2024-07-24 00:00:00,CJ.11.0147|148,42,1
omnichannel,2024-07-24 00:00:00,CJ.11.0231|007,42,1
omnichannel,2024-07-24 00:00:00,CJ.13.0124|003,38,1
omnichannel,2024-07-24 00:00:00,CJ.13.0135|003,40,3
omnichannel,2024-07-24 00:00:00,CJ.13.0135|003,42,1
omnichannel,2024-07-24 00:00:00,CJ.13.4793|004,40,1
omnichannel,2024-07-24 00:00:00,CL.32.0017|010,P,1
omnichannel,2024-07-24 00:00:00,CL.32.0024|007,M,1
omnichannel,2024-07-24 00:00:00,CL.32.0024|007,P,1
omnichannel,2024-07-24 00:00:00,CL.32.0038|007,M,1
omnichannel,2024-07-24 00:00:00,CL.32.0038|010,M,1
omnichannel,2024-07-24 00:00:00,CL.32.0043|129,G,1
omnichannel,2024-07-24 00:00:00,CL.32.0043|129,GG,1
omnichannel,2024-07-24 00:00:00,CL.34.0021|007,38,1
omnichannel,2024-07-24 00:00:00,CL.35.0048|021,38,1
omnichannel,2024-07-24 00:00:00,CL.35.0048|021,42,2
omnichannel,2024-07-24 00:00:00,CL.35.0048|021,44,3
omnichannel,2024-07-24 00:00:00,CL.35.0048|021,46,1
omnichannel,2024-07-24 00:00:00,CL.35.0048|028,42,1
omnichannel,2024-07-24 00:00:00,CL.35.0063|010,38,1
omnichannel,2024-07-24 00:00:00,CL.35.0063|010,40,1
omnichannel,2024-07-24 00:00:00,CL.35.0065|061,42,3
omnichannel,2024-07-24 00:00:00,CL.35.0065|520,42,1
omnichannel,2024-07-24 00:00:00,CL.35.0081|010,38,1
omnichannel,2024-07-24 00:00:00,CL.37.0040|007,36,1
omnichannel,2024-07-24 00:00:00,CL.38.0049|010,M,1
omnichannel,2024-07-24 00:00:00,CL.38.0049|010,P,1
omnichannel,2024-07-24 00:00:00,CL.39.0048|007,M,1
omnichannel,2024-07-24 00:00:00,CO.07.0202|010,50,1
omnichannel,2024-07-24 00:00:00,CO.07.0203|007,46,1
omnichannel,2024-07-24 00:00:00,CO.07.0233|010,54     M,1
omnichannel,2024-07-24 00:00:00,CO.07.0235|003,54,1
omnichannel,2024-07-24 00:00:00,CO.07.0239|158,50     M,1
omnichannel,2024-07-24 00:00:00,CO.07.0253|010,56,1
omnichannel,2024-07-24 00:00:00,CO.08.0028|041,56,1
omnichannel,2024-07-24 00:00:00,CO.08.0029|139,56,1
omnichannel,2024-07-24 00:00:00,CO.08.0032|373,48,1
omnichannel,2024-07-24 00:00:00,CO.11.0076|010,48     M,1
omnichannel,2024-07-24 00:00:00,CS.01.1023|061,M,1
omnichannel,2024-07-24 00:00:00,CS.01.2109|001,P,1
omnichannel,2024-07-24 00:00:00,CS.01.2109|007,G,2
omnichannel,2024-07-24 00:00:00,CS.01.2109|007,P,1
omnichannel,2024-07-24 00:00:00,CS.01.2109|010,P,1
omnichannel,2024-07-24 00:00:00,CS.01.3663|004,G,1
omnichannel,2024-07-24 00:00:00,CS.01.3663|004,M,1
omnichannel,2024-07-24 00:00:00,CS.01.3663|004,P,1
omnichannel,2024-07-24 00:00:00,CS.01.3663|011,GG,1
omnichannel,2024-07-24 00:00:00,CS.01.3663|035,P,1
omnichannel,2024-07-24 00:00:00,CS.01.3663|047,G,1
omnichannel,2024-07-24 00:00:00,CS.01.3663|047,M,1
omnichannel,2024-07-24 00:00:00,CS.01.3663|207,P,1
omnichannel,2024-07-24 00:00:00,CS.01.3663|512,G,1
