dt_estoque,cd_prod_cor,sg_tamanho,Soma de qt_estoque
2024-09-25 00:00:00,BE.07.3006|007,42,8
2024-09-25 00:00:00,BE.07.3006|007,44,8
2024-09-25 00:00:00,BE.07.3006|007,46,8
2024-09-25 00:00:00,BE.07.3006|007,48,2
2024-09-25 00:00:00,BE.07.3006|007,50,2
2024-09-25 00:00:00,BE.07.3006|010,38,3
2024-09-25 00:00:00,BE.07.3006|010,40,8
2024-09-25 00:00:00,BE.07.3006|010,42,10
2024-09-25 00:00:00,BE.07.3006|010,44,10
2024-09-25 00:00:00,BE.07.3006|010,46,8
2024-09-25 00:00:00,BE.07.3006|010,48,2
2024-09-25 00:00:00,BE.07.3006|010,50,2
2024-09-25 00:00:00,BE.07.3006|018,38,3
2024-09-25 00:00:00,BE.07.3006|018,40,8
2024-09-25 00:00:00,BE.07.3006|018,42,10
2024-09-25 00:00:00,BE.07.3006|018,44,10
2024-09-25 00:00:00,BE.07.3006|018,46,8
2024-09-25 00:00:00,BE.07.3006|018,48,2
2024-09-25 00:00:00,BE.07.3006|018,50,2
2024-09-25 00:00:00,BE.07.3006|021,38,2
2024-09-25 00:00:00,BE.07.3006|021,40,4
2024-09-25 00:00:00,BE.07.3006|021,42,4
2024-09-25 00:00:00,BE.07.3006|021,44,8
2024-09-25 00:00:00,BE.07.3006|021,46,4
2024-09-25 00:00:00,BE.07.3006|021,48,2
2024-09-25 00:00:00,BE.13.0054|007,38,10
2024-09-25 00:00:00,BE.13.0054|007,40,25
2024-09-25 00:00:00,BE.13.0054|007,42,22
2024-09-25 00:00:00,BE.13.0054|007,44,33
2024-09-25 00:00:00,BE.13.0054|007,46,22
2024-09-25 00:00:00,BE.13.0054|007,48,7
2024-09-25 00:00:00,BE.13.0054|007,50,4
2024-09-25 00:00:00,BE.13.0054|010,38,8
2024-09-25 00:00:00,BE.13.0054|010,40,19
2024-09-25 00:00:00,BE.13.0054|010,42,21
2024-09-25 00:00:00,BE.13.0054|010,44,24
2024-09-25 00:00:00,BE.13.0054|010,46,33
2024-09-25 00:00:00,BE.13.0054|010,48,7
2024-09-25 00:00:00,BE.13.0054|010,50,1
2024-09-25 00:00:00,BE.13.0054|018,38,10
2024-09-25 00:00:00,BE.13.0054|018,40,15
2024-09-25 00:00:00,BE.13.0054|018,42,29
2024-09-25 00:00:00,BE.13.0054|018,44,24
2024-09-25 00:00:00,BE.13.0054|018,46,23
2024-09-25 00:00:00,BE.13.0054|018,48,8
2024-09-25 00:00:00,BE.13.0054|018,50,5
2024-09-25 00:00:00,BE.13.0054|139,38,8
2024-09-25 00:00:00,BE.13.0054|139,40,15
2024-09-25 00:00:00,BE.13.0054|139,42,11
2024-09-25 00:00:00,BE.13.0054|139,44,15
2024-09-25 00:00:00,BE.13.0054|139,46,23
2024-09-25 00:00:00,BE.13.0054|139,48,4
2024-09-25 00:00:00,BE.13.0054|139,50,2
2024-09-25 00:00:00,BE.13.0058|046,42,0
2024-09-25 00:00:00,BE.13.0067|003,42,1
2024-09-25 00:00:00,BE.13.0073|005,38,-1
2024-09-25 00:00:00,BE.13.0073|007,42,1
2024-09-25 00:00:00,BE.13.0073|021,40,1
2024-09-25 00:00:00,BE.13.0073|021,42,1
2024-09-25 00:00:00,BE.13.0073|021,44,2
2024-09-25 00:00:00,BE.13.0073|061,38,2
2024-09-25 00:00:00,BE.13.0073|061,40,4
2024-09-25 00:00:00,BE.13.0073|061,42,6
2024-09-25 00:00:00,BE.13.0073|061,44,4
2024-09-25 00:00:00,BE.13.0073|061,46,2
2024-09-25 00:00:00,BE.13.0073|061,48,2
2024-09-25 00:00:00,BE.13.0073|129,42,3
2024-09-25 00:00:00,BE.13.0073|595,44,-1
2024-09-25 00:00:00,BE.13.0073|610,38,2
2024-09-25 00:00:00,BE.13.0073|610,40,4
2024-09-25 00:00:00,BE.13.0073|610,44,6
2024-09-25 00:00:00,BE.13.0073|610,46,4
2024-09-25 00:00:00,BE.13.0073|610,48,2
2024-09-25 00:00:00,BE.13.0073|610,50,2
2024-09-25 00:00:00,BE.13.0073|610,52,2
2024-09-25 00:00:00,BE.13.0078|001,40,4
2024-09-25 00:00:00,BE.13.0078|001,42,7
2024-09-25 00:00:00,BE.13.0078|007,38,4
2024-09-25 00:00:00,BE.13.0078|007,40,3
2024-09-25 00:00:00,BE.13.0078|007,42,7
2024-09-25 00:00:00,BE.13.0078|007,44,7
2024-09-25 00:00:00,BE.13.0078|007,46,2
2024-09-25 00:00:00,BE.13.0078|007,48,3
2024-09-25 00:00:00,BE.13.0078|007,50,3
2024-09-25 00:00:00,BE.13.0078|007,52,3
2024-09-25 00:00:00,BE.13.0078|007,54,3
2024-09-25 00:00:00,BE.13.0078|010,38,2
2024-09-25 00:00:00,BE.13.0078|010,40,5
2024-09-25 00:00:00,BE.13.0078|010,42,7
2024-09-25 00:00:00,BE.13.0078|010,44,5
2024-09-25 00:00:00,BE.13.0078|010,46,1
2024-09-25 00:00:00,BE.13.0078|027,40,1
2024-09-25 00:00:00,BE.13.0078|027,42,1
2024-09-25 00:00:00,BE.13.0078|061,38,1
2024-09-25 00:00:00,BE.13.0078|061,40,6
2024-09-25 00:00:00,BE.13.0078|061,42,8
2024-09-25 00:00:00,BE.13.0078|061,44,5
2024-09-25 00:00:00,BE.13.0078|061,46,3
2024-09-25 00:00:00,BE.13.0078|061,48,1
2024-09-25 00:00:00,BE.13.0078|062,40,2
2024-09-25 00:00:00,BE.13.0078|062,42,11
2024-09-25 00:00:00,BE.13.0078|062,44,7
2024-09-25 00:00:00,BE.13.0078|158,38,3
2024-09-25 00:00:00,BE.13.0078|158,40,1
2024-09-25 00:00:00,BE.13.0078|158,42,3
2024-09-25 00:00:00,BE.13.0078|158,44,3
2024-09-25 00:00:00,BE.13.0078|158,46,3
2024-09-25 00:00:00,BE.13.0078|332,38,2
2024-09-25 00:00:00,BE.13.0078|332,40,4
2024-09-25 00:00:00,BE.13.0078|332,42,5
2024-09-25 00:00:00,BE.13.0078|332,44,4
2024-09-25 00:00:00,BE.13.0078|332,48,1
2024-09-25 00:00:00,BE.13.0078|332,50,2
2024-09-25 00:00:00,BE.13.0078|332,52,2
2024-09-25 00:00:00,BE.13.0078|520,40,3
2024-09-25 00:00:00,BE.13.0078|520,42,1
2024-09-25 00:00:00,BE.13.0078|520,44,1
2024-09-25 00:00:00,BE.13.0078|520,46,1
2024-09-25 00:00:00,BE.13.0096|007,G,4
2024-09-25 00:00:00,BE.13.0096|007,GG,2
2024-09-25 00:00:00,BE.13.0096|007,M,-1
2024-09-25 00:00:00,BE.13.0096|061,G,5
2024-09-25 00:00:00,BE.13.0096|061,GG,2
2024-09-25 00:00:00,BE.13.0098|004,40,3
2024-09-25 00:00:00,BE.13.0098|004,42,4
2024-09-25 00:00:00,BE.13.0098|004,44,2
2024-09-25 00:00:00,BE.13.0098|004,46,2
2024-09-25 00:00:00,BE.13.0100|003,G,4
2024-09-25 00:00:00,BE.13.0100|003,GG,2
2024-09-25 00:00:00,BE.13.0100|003,M,1
2024-09-25 00:00:00,BE.13.0100|006,G,6
2024-09-25 00:00:00,BE.13.0100|021,M,1
2024-09-25 00:00:00,BE.13.0100|043,G,2
2024-09-25 00:00:00,BE.13.0100|596,G,0
2024-09-25 00:00:00,BE.13.0100|596,GG,0
2024-09-25 00:00:00,BE.13.0100|596,M,0
2024-09-25 00:00:00,BE.13.0100|596,P,0
2024-09-25 00:00:00,BE.13.0103|007,38,3
2024-09-25 00:00:00,BE.13.0103|007,40,1
2024-09-25 00:00:00,BE.13.0103|007,42,3
2024-09-25 00:00:00,BE.13.0103|007,44,3
2024-09-25 00:00:00,BE.13.0103|007,46,3
2024-09-25 00:00:00,BE.13.0103|007,48,1
2024-09-25 00:00:00,BE.13.0103|010,38,0
2024-09-25 00:00:00,BE.13.0103|010,40,2
2024-09-25 00:00:00,BE.13.0103|010,42,1
2024-09-25 00:00:00,BE.13.0103|010,44,1
2024-09-25 00:00:00,BE.13.0103|010,46,1
2024-09-25 00:00:00,BE.13.0103|010,48,1
2024-09-25 00:00:00,BE.13.0103|021,40,3
2024-09-25 00:00:00,BE.13.0103|021,42,2
2024-09-25 00:00:00,BE.13.0103|021,48,1
2024-09-25 00:00:00,BE.13.0103|061,38,1
2024-09-25 00:00:00,BE.13.0103|061,40,3
2024-09-25 00:00:00,BE.13.0103|061,42,4
2024-09-25 00:00:00,BE.13.0103|061,44,3
2024-09-25 00:00:00,BE.13.0103|061,46,2
2024-09-25 00:00:00,BE.13.0103|061,48,1
2024-09-25 00:00:00,BE.13.0186|007,G,2
2024-09-25 00:00:00,BE.13.0186|007,M,5
2024-09-25 00:00:00,BE.13.0186|007,P,1
2024-09-25 00:00:00,BE.13.0188|018,38,1
2024-09-25 00:00:00,BE.13.0188|018,40,3
2024-09-25 00:00:00,BE.13.0188|018,42,1
2024-09-25 00:00:00,BE.13.0188|018,46,1
2024-09-25 00:00:00,BE.13.0188|018,48,3
2024-09-25 00:00:00,BE.13.0188|205,42,1
2024-09-25 00:00:00,BE.13.0191|001,44,1
2024-09-25 00:00:00,BE.13.0191|007,42,1
2024-09-25 00:00:00,BE.13.0191|010,40,-1
2024-09-25 00:00:00,BE.13.0192|007,38,2
2024-09-25 00:00:00,BE.13.0192|007,40,5
2024-09-25 00:00:00,BE.13.0192|007,42,5
2024-09-25 00:00:00,BE.13.0192|007,44,4
2024-09-25 00:00:00,BE.13.0192|007,46,2
2024-09-25 00:00:00,BE.13.0194|010,38,2
2024-09-25 00:00:00,BE.13.0194|010,40,6
2024-09-25 00:00:00,BE.13.0194|010,42,7
2024-09-25 00:00:00,BE.13.0194|010,44,6
2024-09-25 00:00:00,BE.13.0194|010,46,1
2024-09-25 00:00:00,BE.13.0194|010,48,2
2024-09-25 00:00:00,BE.13.0194|018,38,3
2024-09-25 00:00:00,BE.13.0194|018,40,4
2024-09-25 00:00:00,BE.13.0194|018,42,5
2024-09-25 00:00:00,BE.13.0194|018,44,4
2024-09-25 00:00:00,BE.13.0194|018,46,2
2024-09-25 00:00:00,BE.13.0194|018,48,1
2024-09-25 00:00:00,BE.13.0194|018,52,1
2024-09-25 00:00:00,BE.13.0194|018,54,1
2024-09-25 00:00:00,BE.13.0194|021,40,6
2024-09-25 00:00:00,BE.13.0194|021,42,4
2024-09-25 00:00:00,BE.13.0194|021,44,3
2024-09-25 00:00:00,BE.13.0194|021,46,1
2024-09-25 00:00:00,BE.13.0194|021,48,2
2024-09-25 00:00:00,BE.13.0194|021,52,1
2024-09-25 00:00:00,BE.13.0194|046,38,2
2024-09-25 00:00:00,BE.13.0194|046,40,3
2024-09-25 00:00:00,BE.13.0194|046,42,4
2024-09-25 00:00:00,BE.13.0194|046,44,3
2024-09-25 00:00:00,BE.13.0194|046,46,2
2024-09-25 00:00:00,BE.13.0194|046,48,1
2024-09-25 00:00:00,BE.13.0194|046,50,2
2024-09-25 00:00:00,BE.13.0194|046,52,2
2024-09-25 00:00:00,BE.13.0194|046,54,2
2024-09-25 00:00:00,BE.13.0194|156,38,2
2024-09-25 00:00:00,BE.13.0194|156,40,3
2024-09-25 00:00:00,BE.13.0194|156,42,3
2024-09-25 00:00:00,BE.13.0194|156,44,5
2024-09-25 00:00:00,BE.13.0194|156,46,3
2024-09-25 00:00:00,BE.13.0194|156,48,1
2024-09-25 00:00:00,BE.13.0194|156,50,2
2024-09-25 00:00:00,BE.13.0194|156,52,1
2024-09-25 00:00:00,BE.13.0194|156,54,2
2024-09-25 00:00:00,BE.13.0195|007,38,2
2024-09-25 00:00:00,BE.13.0195|007,40,4
2024-09-25 00:00:00,BE.13.0195|007,42,2
2024-09-25 00:00:00,BE.13.0195|007,44,6
2024-09-25 00:00:00,BE.13.0195|007,46,1
2024-09-25 00:00:00,BE.13.0195|007,48,1
2024-09-25 00:00:00,BE.13.0195|010,38,1
2024-09-25 00:00:00,BE.13.0195|010,40,4
2024-09-25 00:00:00,BE.13.0195|010,42,4
2024-09-25 00:00:00,BE.13.0195|010,44,2
2024-09-25 00:00:00,BE.13.0195|010,46,2
2024-09-25 00:00:00,BE.13.0195|010,48,2
2024-09-25 00:00:00,BE.13.0195|018,38,2
2024-09-25 00:00:00,BE.13.0195|018,40,1
2024-09-25 00:00:00,BE.13.0195|018,42,3
2024-09-25 00:00:00,BE.13.0195|018,44,5
2024-09-25 00:00:00,BE.13.0195|018,46,2
2024-09-25 00:00:00,BE.13.0195|021,38,2
2024-09-25 00:00:00,BE.13.0195|021,40,3
2024-09-25 00:00:00,BE.13.0195|021,42,3
2024-09-25 00:00:00,BE.13.0195|021,44,4
2024-09-25 00:00:00,BE.13.0195|021,46,2
2024-09-25 00:00:00,BE.13.0195|021,48,1
2024-09-25 00:00:00,BE.13.0196|010,38,1
2024-09-25 00:00:00,BE.13.0196|010,40,3
2024-09-25 00:00:00,BE.13.0196|010,42,4
2024-09-25 00:00:00,BE.13.0196|010,44,4
2024-09-25 00:00:00,BE.13.0196|010,46,2
2024-09-25 00:00:00,BE.13.0196|010,48,1
2024-09-25 00:00:00,BE.13.0196|021,38,2
2024-09-25 00:00:00,BE.13.0196|021,40,3
2024-09-25 00:00:00,BE.13.0196|021,42,4
2024-09-25 00:00:00,BE.13.0196|021,44,5
2024-09-25 00:00:00,BE.13.0196|021,46,2
2024-09-25 00:00:00,BE.13.0196|021,48,1
2024-09-25 00:00:00,BE.13.0203|001,G,3
2024-09-25 00:00:00,BE.13.0203|001,GG,2
2024-09-25 00:00:00,BE.13.0203|001,M,2
2024-09-25 00:00:00,BE.13.0203|021,G,4
2024-09-25 00:00:00,BE.13.0203|021,GG,4
2024-09-25 00:00:00,BE.13.0203|021,M,5
2024-09-25 00:00:00,BE.13.0203|021,P,2
2024-09-25 00:00:00,BE.13.0203|156,M,1
2024-09-25 00:00:00,BE.13.0205|021,38,2
2024-09-25 00:00:00,BE.13.0205|021,40,4
2024-09-25 00:00:00,BE.13.0205|021,42,6
2024-09-25 00:00:00,BE.13.0205|021,44,6
2024-09-25 00:00:00,BE.13.0205|021,46,2
2024-09-25 00:00:00,BE.13.0205|021,48,2
2024-09-25 00:00:00,BE.14.0041|007,38,4
2024-09-25 00:00:00,BE.14.0041|007,40,12
2024-09-25 00:00:00,BE.14.0041|007,42,6
2024-09-25 00:00:00,BE.14.0041|007,44,12
2024-09-25 00:00:00,BE.14.0041|007,46,9
2024-09-25 00:00:00,BE.14.0041|007,48,4
2024-09-25 00:00:00,BE.14.0041|007,50,5
2024-09-25 00:00:00,BE.14.0041|007,52,2
2024-09-25 00:00:00,BE.14.0041|010,38,4
2024-09-25 00:00:00,BE.14.0041|010,42,1
2024-09-25 00:00:00,BE.14.0041|010,44,1
2024-09-25 00:00:00,BE.14.0041|010,46,1
2024-09-25 00:00:00,BE.14.0041|010,50,1
2024-09-25 00:00:00,BE.14.0041|042,38,5
2024-09-25 00:00:00,BE.14.0041|042,40,14
2024-09-25 00:00:00,BE.14.0041|042,42,6
2024-09-25 00:00:00,BE.14.0041|042,44,10
2024-09-25 00:00:00,BE.14.0041|042,46,6
2024-09-25 00:00:00,BE.14.0041|042,48,3
2024-09-25 00:00:00,BE.14.0041|042,50,5
2024-09-25 00:00:00,BE.14.0041|148,38,2
2024-09-25 00:00:00,BE.14.0041|148,40,5
2024-09-25 00:00:00,BE.14.0041|148,42,1
2024-09-25 00:00:00,BE.14.0041|148,44,4
2024-09-25 00:00:00,BE.14.0041|148,46,5
2024-09-25 00:00:00,BE.14.0041|148,48,4
2024-09-25 00:00:00,BE.14.0041|148,50,3
2024-09-25 00:00:00,BE.14.0059|004,38,1
2024-09-25 00:00:00,BE.14.0061|537,38,5
2024-09-25 00:00:00,BE.14.0061|537,40,8
2024-09-25 00:00:00,BE.14.0061|537,42,4
2024-09-25 00:00:00,BE.14.0061|537,44,2
2024-09-25 00:00:00,BE.14.0061|537,48,2
2024-09-25 00:00:00,BE.14.0061|539,38,5
2024-09-25 00:00:00,BE.14.0061|539,40,7
2024-09-25 00:00:00,BE.14.0061|539,42,9
2024-09-25 00:00:00,BE.14.0061|539,44,6
2024-09-25 00:00:00,BE.14.0061|539,46,5
2024-09-25 00:00:00,BE.14.0061|539,48,4
2024-09-25 00:00:00,BE.14.0064|018,38,2
2024-09-25 00:00:00,BE.14.0064|018,40,4
2024-09-25 00:00:00,BE.14.0064|018,42,3
2024-09-25 00:00:00,BE.14.0064|018,44,4
2024-09-25 00:00:00,BE.14.0064|018,46,4
2024-09-25 00:00:00,BE.14.0064|018,48,2
2024-09-25 00:00:00,BE.14.0064|050,42,1
2024-09-25 00:00:00,BE.14.0070|007,38,14
2024-09-25 00:00:00,BE.14.0072|004,40,1
2024-09-25 00:00:00,BE.14.0085|004,38,2
2024-09-25 00:00:00,BE.14.0085|004,40,2
2024-09-25 00:00:00,BE.14.0085|004,42,7
2024-09-25 00:00:00,BE.14.0085|004,46,3
2024-09-25 00:00:00,BE.14.0089|126,42,1
2024-09-25 00:00:00,BE.14.0107|003,38,4
2024-09-25 00:00:00,BE.14.0107|003,40,6
2024-09-25 00:00:00,BE.14.0107|003,42,3
2024-09-25 00:00:00,BE.14.0107|003,44,4
2024-09-25 00:00:00,BE.14.0107|003,46,2
2024-09-25 00:00:00,BE.14.0107|003,48,1
2024-09-25 00:00:00,BE.14.0107|003,50,2
2024-09-25 00:00:00,BE.14.0107|003,52,2
2024-09-25 00:00:00,BE.14.0109|003,38,2
2024-09-25 00:00:00,BE.14.0109|003,40,3
2024-09-25 00:00:00,BE.14.0109|003,42,6
2024-09-25 00:00:00,BE.14.0109|003,44,4
2024-09-25 00:00:00,BE.14.0109|003,46,2
2024-09-25 00:00:00,BE.14.0109|003,48,2
2024-09-25 00:00:00,BE.15.0030|062,GG,-1
2024-09-25 00:00:00,BE.15.0030|062,P,5
2024-09-25 00:00:00,BE.15.0030|133,GG,2
2024-09-25 00:00:00,BE.15.0030|133,M,2
2024-09-25 00:00:00,BE.15.0030|133,P,3
2024-09-25 00:00:00,BE.15.0039|080,GG,1
2024-09-25 00:00:00,BE.15.0039|133,GG,1
2024-09-25 00:00:00,BE.15.0039|145,G,1
2024-09-25 00:00:00,BE.16.0017|006,40,1
2024-09-25 00:00:00,BE.16.0017|006,42,4
2024-09-25 00:00:00,BE.16.0017|006,44,2
2024-09-25 00:00:00,BE.16.0017|021,38,2
2024-09-25 00:00:00,BE.16.0017|021,42,3
2024-09-25 00:00:00,BE.16.0017|021,46,1
2024-09-25 00:00:00,BE.16.0017|021,48,1
2024-09-25 00:00:00,BE.16.0017|476,42,1
2024-09-25 00:00:00,BE.16.0017|486,38,2
2024-09-25 00:00:00,BE.16.0017|486,42,5
2024-09-25 00:00:00,BE.16.0017|486,44,3
2024-09-25 00:00:00,BE.16.0017|488,38,1
2024-09-25 00:00:00,BE.16.0019|149,38,2
2024-09-25 00:00:00,BE.16.0019|149,42,2
2024-09-25 00:00:00,BE.16.0019|149,50,2
2024-09-25 00:00:00,BE.16.0019|204,42,2
2024-09-25 00:00:00,BE.16.0019|204,50,3
2024-09-25 00:00:00,BE.16.0020|010,40,2
2024-09-25 00:00:00,BE.16.0020|010,42,4
2024-09-25 00:00:00,BE.16.0020|010,44,3
2024-09-25 00:00:00,BE.16.0020|010,46,4
2024-09-25 00:00:00,BE.16.0020|010,48,2
2024-09-25 00:00:00,BE.16.0020|010,50,1
2024-09-25 00:00:00,BE.16.0020|021,40,2
2024-09-25 00:00:00,BE.16.0020|021,42,4
2024-09-25 00:00:00,BE.16.0020|021,44,4
2024-09-25 00:00:00,BE.16.0020|021,46,4
2024-09-25 00:00:00,BE.16.0020|021,48,2
2024-09-25 00:00:00,BE.16.0020|021,50,2
2024-09-25 00:00:00,CD.01.0025|007,41,1
2024-09-25 00:00:00,CD.01.0025|007,43,1
2024-09-25 00:00:00,CD.01.0027|035,37,2
2024-09-25 00:00:00,CD.01.0027|035,38,2
